iter	Logloss
228	0.1399822999
229	0.1399322241
230	0.1398571051
231	0.1397846391
232	0.1396624705
233	0.1395913005
234	0.1395337326
235	0.1394512061
236	0.1393616289
237	0.1393170247
238	0.1392342893
239	0.1391493572
240	0.1390775132
241	0.139017365
242	0.1389616013
243	0.1388955134
244	0.1388105828
245	0.1386913558
246	0.1385915819
247	0.1385217524
248	0.1384788057
249	0.138364332
250	0.1383193516
251	0.1382354061
252	0.1381719724
253	0.1381308921
254	0.1380624327
255	0.1380081754
256	0.1379632972
257	0.1378787858
258	0.137816675
259	0.1377322821
260	0.137652681
261	0.1375927417
262	0.1375043983
263	0.1374246757
264	0.1373809098
265	0.1372858077
266	0.1371637561
267	0.1371311557
268	0.1370622016
269	0.1370040649
270	0.1369492047
271	0.1369062092
272	0.1368606629
273	0.1368284418
274	0.1367505648
275	0.1367020695
276	0.1366524676
277	0.1366178751
278	0.1365436271
279	0.1364648465
280	0.1364136079
281	0.136347006
282	0.1362990972
283	0.1362363436
284	0.1361808257
285	0.1361457547
286	0.1359610546
287	0.1359092458
288	0.1358276894
289	0.1357774639
290	0.1357497635
291	0.1357027982
292	0.1356507746
293	0.1356073168
294	0.13554572
295	0.1355076421
296	0.1354539002
297	0.1354101285
298	0.135363695
299	0.1353071329
300	0.1352359673
301	0.1351528067
302	0.1351098156
303	0.134944841
304	0.1348906918
305	0.1348223672
306	0.1347627301
307	0.1346940959
308	0.1346394594
309	0.1345945679
310	0.1345515456
311	0.134528557
312	0.1344526382
313	0.1344111283
314	0.1343512719
315	0.1343020181
316	0.134248334
317	0.1342167246
318	0.1341673613
319	0.134138701
320	0.1341195813
321	0.134057075
322	0.1340095632
323	0.1339695034
324	0.133936241
325	0.1339167421
326	0.1338734977
327	0.1337953911
328	0.1337681306
329	0.1336850131
330	0.1336530912
331	0.133619294
332	0.133589391
333	0.1335459674
334	0.1335072985
335	0.1334824464
336	0.1333360464
337	0.1332903476
338	0.13323942
339	0.1331410962
340	0.1330698254
341	0.1330300812
342	0.13299372
343	0.1329481175
344	0.1328922604
345	0.1328628951
346	0.132811341
347	0.1327479919
348	0.1327003645
349	0.1326451444
350	0.1326124774
351	0.1325850969
352	0.1325572306
353	0.1325250154
354	0.1324841291
355	0.13241005
356	0.1323792034
357	0.1323443101
358	0.1323036712
359	0.1322599662
360	0.1322238583
361	0.1321939627
362	0.1321821395
363	0.1321561425
364	0.1321034745
365	0.132077599
366	0.132031398
367	0.1319827382
368	0.1319300717
369	0.1319015388
370	0.1318612984
371	0.1318206742
372	0.1317988543
373	0.1317140348
374	0.1316575275
375	0.1316083552
376	0.1315817923
377	0.1315522418
378	0.1315204014
379	0.1314618559
380	0.1314206956
381	0.1313998606
382	0.1313221836
383	0.1312805434
384	0.131244077
385	0.1311825765
386	0.1311457591
387	0.1311042967
388	0.1310771235
389	0.1310523441
390	0.1310181648
391	0.1309704574
392	0.1308980062
393	0.1308735616
394	0.1308439503
395	0.1308157285
396	0.1307535955
397	0.1307291419
398	0.1306799652
399	0.1306586444
400	0.1306186157
401	0.1305809141
402	0.1305605709
403	0.1305298858
404	0.1304953214
405	0.13045582
406	0.1304194233
407	0.1303873385
408	0.1303546641
409	0.1303132016
410	0.1302779099
411	0.1302411074
412	0.1301988583
413	0.1301582416
414	0.1300896504
415	0.1300763801
416	0.1300529308
417	0.1299782474
418	0.1299251512
419	0.1298671138
420	0.1298270392
421	0.1297991551
422	0.1297508967
423	0.1297288027
424	0.1297015304
425	0.1296662061
426	0.129635087
427	0.129611931
428	0.1295730458
429	0.1295369142
430	0.1295001858
431	0.1294648555
432	0.1294439673
433	0.1294144286
434	0.1293904698
435	0.1293632463
436	0.1293451887
437	0.1293119855
438	0.1292533822
439	0.1292070139
440	0.129188106
441	0.1291582327
442	0.1291121843
443	0.1290888254
444	0.1290661522
445	0.1290276685
446	0.1289910777
447	0.1289373551
448	0.1289014887
449	0.1288657837
450	0.1288453043
451	0.128828362
452	0.1288126921
453	0.1287555478
454	0.1287227594
455	0.1286681347
456	0.128653949
457	0.128624517
458	0.128599465
459	0.128565031
460	0.1285444671
461	0.1285235966
462	0.1284978366
463	0.1284656866
464	0.1284279286
465	0.1283998786
466	0.1283763389
467	0.1283175328
468	0.128275137
469	0.1282538296
470	0.128233128
471	0.1282067814
472	0.1281948738
473	0.1281791536
474	0.1281555458
475	0.1281207236
476	0.1280963411
477	0.1280722519
478	0.128012557
479	0.1279885937
480	0.1279713567
481	0.127897719
482	0.1278681981
483	0.1278519579
484	0.1278196227
485	0.1277810116
486	0.1277617971
487	0.1277359645
488	0.1276295547
489	0.1276101521
490	0.1275937682
491	0.1275642489
492	0.1275503564
493	0.1275168318
494	0.1274897416
495	0.1274626944
496	0.1274329558
497	0.1273937892
498	0.1273723469
499	0.1273480519
500	0.1273388594
501	0.1273197204
502	0.1273031751
503	0.1272880518
504	0.1272637804
505	0.1272480764
506	0.1272088299
507	0.1271899042
508	0.1271651825
509	0.1271510131
510	0.1271314624
511	0.1271135781
512	0.1270777013
513	0.127045375
514	0.1270103781
515	0.1269689733
516	0.1269466972
517	0.1269117654
518	0.1268752412
519	0.1268511491
520	0.126840382
521	0.1268103309
522	0.1267746615
523	0.1267464263
524	0.1267234496
525	0.1267028487
526	0.1266843941
527	0.1266658343
528	0.1266332458
529	0.1266020275
530	0.126567746
531	0.126542808
532	0.1265237995
533	0.1265025261
534	0.1264453179
535	0.1264234817
536	0.1263991629
537	0.1263761358
538	0.1263537959
539	0.1263296223
540	0.1262984573
541	0.1262652733
542	0.1262463255
543	0.1262268162
544	0.1261782764
545	0.1261615134
546	0.126138107
547	0.1261221453
548	0.1260996751
549	0.1260848421
550	0.1260660779
551	0.1260470782
552	0.1260277334
553	0.1260025111
554	0.1259855007
555	0.1259471532
556	0.1259265819
557	0.1259048997
558	0.1258845106
559	0.1258680986
560	0.1258472652
561	0.125816232
562	0.1257771083
563	0.1257493487
564	0.1256911453
565	0.1256713265
566	0.1256465456
567	0.1256278214
568	0.1255980591
569	0.1255845829
570	0.125575063
571	0.1255580748
572	0.1255376073
573	0.1255228705
574	0.1254987621
575	0.1254829781
576	0.1254438337
577	0.1254210717
578	0.1254013921
579	0.1253592986
580	0.1253319492
581	0.1253083903
582	0.1252923916
583	0.1252822141
584	0.1252598594
585	0.1252362842
586	0.125209714
587	0.1251829393
588	0.1251550952
589	0.1251304639
590	0.1251070028
591	0.1250791409
592	0.1250750749
593	0.1250621601
594	0.1250339872
595	0.1250111422
596	0.1249815162
597	0.1249296243
598	0.1249131279
599	0.1248983719
600	0.1248858052
601	0.1248559556
602	0.1248422231
603	0.1248224991
604	0.1248019752
605	0.1247827489
606	0.1247736927
607	0.1247519527
608	0.1247226481
609	0.1247010162
610	0.1246551574
611	0.1246304387
612	0.1246007757
613	0.124576485
614	0.124547573
615	0.124519917
616	0.124505281
617	0.1244549725
618	0.1244234357
619	0.1244031814
620	0.1243777251
621	0.1243419638
622	0.1243325225
623	0.1243121734
624	0.1242856816
625	0.1242643371
626	0.1242535005
627	0.1242268206
628	0.1241946454
629	0.1241688869
630	0.1241490592
631	0.1241219631
632	0.1240959913
633	0.1240788979
634	0.1240617231
635	0.1240420702
636	0.1240218173
637	0.1239951893
638	0.1239666073
639	0.1239390209
640	0.1239074175
641	0.1238879734
642	0.1238642857
643	0.1238467168
644	0.1238325326
645	0.1238051092
646	0.1237823072
647	0.1237673453
648	0.1237481042
649	0.1237270011
650	0.1237092294
651	0.1236872805
652	0.123666099
653	0.1236386104
654	0.1236200876
655	0.1235719655
656	0.1235564615
657	0.1235388201
658	0.123516975
659	0.1234823217
660	0.1234657719
661	0.1234523876
662	0.1234250989
663	0.1233997611
664	0.1233823626
665	0.1233627659
666	0.1233252938
667	0.1233129389
668	0.1232902213
669	0.1232541475
670	0.1232406032
671	0.1232208733
672	0.1232092605
673	0.1231683993
674	0.1231532242
675	0.1231404693
676	0.1231144708
677	0.1230973701
678	0.1230588892
679	0.1230373018
680	0.1230254254
681	0.1230058272
682	0.1229982982
683	0.1229620836
684	0.1229444837
685	0.1229197872
686	0.1229125988
687	0.1228940302
688	0.1228803244
689	0.1228610832
690	0.1228380561
691	0.122830133
692	0.1228224454
693	0.1227979622
694	0.1227757542
695	0.1227670061
696	0.1227541683
697	0.1227318669
698	0.1227126539
699	0.122700736
700	0.1226860155
701	0.1226688985
702	0.1226456536
703	0.1226297452
704	0.122605973
705	0.1225863141
706	0.1225688683
707	0.1225524829
708	0.1225333529
709	0.1225159396
710	0.1225043149
711	0.1224804509
712	0.1224563513
713	0.1224459546
714	0.1224387558
715	0.1224342603
716	0.1224164826
717	0.1223982798
718	0.1223779648
719	0.1223386441
720	0.1223065844
721	0.122298177
722	0.1222670416
723	0.1222422859
724	0.1222211295
725	0.1222003997
726	0.1221762854
727	0.122160808
728	0.1221474977
729	0.1221296726
730	0.1221178035
731	0.1221156795
732	0.1220433941
733	0.1220255868
734	0.122003832
735	0.1219854441
736	0.121973532
737	0.1219588427
738	0.1219380315
739	0.1219121189
740	0.1219005401
741	0.1218848066
742	0.1218809094
743	0.1218237844
744	0.1218078583
745	0.1217870796
746	0.1217718111
747	0.1217536084
748	0.1217288111
749	0.1216720801
750	0.1216521665
751	0.1216399953
752	0.1216207867
753	0.1216069684
754	0.1215940906
755	0.1215785821
756	0.1215673663
757	0.1215407205
758	0.1215407146
759	0.1215171616
760	0.1214934368
761	0.1214617281
762	0.121428756
763	0.1214088705
764	0.1214086498
765	0.1213841622
766	0.1213579948
767	0.1213512538
768	0.1213430359
769	0.1213249783
770	0.1213176877
771	0.121300698
772	0.1212948175
773	0.1212900791
774	0.1212830151
775	0.1212747454
776	0.1212520915
777	0.1212410149
778	0.1212316225
779	0.1212101669
780	0.1211817673
781	0.121165185
782	0.1211532552
783	0.1211294845
784	0.121125654
785	0.121103914
786	0.1210877597
787	0.1210752167
788	0.1210380142
789	0.1210211178
790	0.1210061886
791	0.1209807692
792	0.1209649379
793	0.1209460271
794	0.1209291411
795	0.1209097237
796	0.1208924289
797	0.1208883436
798	0.1208642485
799	0.1208484453
800	0.1208242672
801	0.1208073383
802	0.1207630215
803	0.1207342087
804	0.1207158489
805	0.1206926292
806	0.1206794196
807	0.1206625025
808	0.1206400204
809	0.1206269086
810	0.1205931589
811	0.1205791998
812	0.1205465521
813	0.1205278249
814	0.1205131741
815	0.1204920533
816	0.1204790155
817	0.1204651646
818	0.1204515032
819	0.1204292389
820	0.120419445
821	0.1203905803
822	0.1203604151
823	0.1203365081
824	0.1203070836
825	0.1203015334
826	0.1202985487
827	0.1202887238
828	0.1202854473
829	0.1202658566
830	0.1202382036
831	0.1202256546
832	0.1201909139
833	0.1201760009
834	0.1201622877
835	0.1201523398
836	0.120133743
837	0.1201288757
838	0.1201207674
839	0.1200902601
840	0.120078868
841	0.1200682313
842	0.1200547432
843	0.1200444206
844	0.1200265125
845	0.1200033224
846	0.1199811692
847	0.1199656726
848	0.1199385321
849	0.1199202241
850	0.1199056592
851	0.119889388
852	0.1198664526
853	0.1198442861
854	0.1198195303
855	0.119801569
856	0.1197835513
857	0.1197705491
858	0.1197523508
859	0.1197192942
860	0.1197052137
861	0.1196707678
862	0.1196417698
863	0.1196295985
864	0.1196224827
865	0.11961879
866	0.1196072335
867	0.1195903757
868	0.1195707272
869	0.1195553772
870	0.1195337009
871	0.1195242344
872	0.1195068419
873	0.1194946218
874	0.1194690365
875	0.1194511937
876	0.1194330176
877	0.1194174662
878	0.119402448
879	0.1193713497
880	0.1193573106
881	0.1193361291
882	0.119319957
883	0.1193034547
884	0.119269936
885	0.1192406077
886	0.1192180471
887	0.1192079318
888	0.1191928514
889	0.1191808283
890	0.1191772097
891	0.1191630121
892	0.1191302148
893	0.1191144931
894	0.1190941277
895	0.1190904528
896	0.1190786829
897	0.1190527392
898	0.1190404095
899	0.1190257839
900	0.1190027004
901	0.1189917986
902	0.1189706511
903	0.1189505272
904	0.118941705
905	0.1189207471
906	0.1189045988
907	0.1188892696
908	0.1188736323
909	0.1188559197
910	0.1188506229
911	0.1188491194
912	0.1188313492
913	0.1188156348
914	0.1187951124
915	0.1187869923
916	0.1187682904
917	0.1187561473
918	0.1187385251
919	0.118725634
920	0.1187067676
921	0.1186877546
922	0.1186716788
923	0.1186630255
924	0.1186298623
925	0.1186173341
926	0.1186134785
927	0.1186022641
928	0.1185979641
929	0.1185598477
930	0.1185081736
931	0.1184800584
932	0.1184741439
933	0.1184069006
934	0.1183911019
935	0.1183727554
936	0.1183516983
937	0.1183348923
938	0.1183157
939	0.1183027289
940	0.1182922433
941	0.1182742775
942	0.1182300718
943	0.1182225856
944	0.1182069098
945	0.1181614258
946	0.1181509594
947	0.1181372877
948	0.1181129067
949	0.1180992009
950	0.1180801064
951	0.118067519
952	0.1180536517
953	0.1180370042
954	0.1180240983
955	0.1180169514
956	0.1180034515
957	0.1179938013
958	0.1179799548
959	0.1179680398
960	0.1179579334
961	0.1179413051
962	0.117927152
963	0.1178738012
964	0.1178568648
965	0.1178342168
966	0.1178204074
967	0.1177963893
968	0.117778108
969	0.1177669573
970	0.1177523257
971	0.1177208659
972	0.1177036437
973	0.117685792
974	0.1176720255
975	0.1176550565
976	0.1176368241
977	0.1176252009
978	0.1176115588
979	0.1176026137
980	0.117586218
981	0.1175734083
982	0.1175536902
983	0.1175310008
984	0.117516467
985	0.1175083825
986	0.117496229
987	0.1174866766
988	0.1174734329
989	0.1174582814
990	0.1174300759
991	0.1174184483
992	0.1174002691
993	0.1173951026
994	0.1173841697
995	0.1173664142
996	0.1173573713
997	0.1173454312
998	0.1173244792
999	0.1173034576
